loss,n,N,d,false_positive_count,negative_count,false_positive_rate,false_negative_count,positive_count,false_negative_rate
Sigmoid,220,24090,17,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,18,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,19,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,20,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,21,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,22,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,23,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,24,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,25,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,26,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,27,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,28,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,29,0,5251620,0.0,0,48180,0.0
Sigmoid,220,24090,30,0,5251620,0.0,0,48180,0.0
InfoNCE,240,28680,5,3861812,6825840,0.5657636276267829,0,57360,0.0
InfoNCE,240,28680,6,3692541,6825840,0.5409650680355824,0,57360,0.0
InfoNCE,240,28680,7,3722708,6825840,0.5453845973535858,0,57360,0.0
InfoNCE,240,28680,8,3660281,6825840,0.5362389097898573,0,57360,0.0
InfoNCE,240,28680,9,3614983,6825840,0.5296026569623665,0,57360,0.0
InfoNCE,240,28680,10,3547038,6825840,0.5196485707253613,0,57360,0.0
InfoNCE,240,28680,11,3510009,6825840,0.5142237438908618,0,57360,0.0
InfoNCE,240,28680,12,3446045,6825840,0.5048528825756244,0,57360,0.0
InfoNCE,240,28680,13,3453817,6825840,0.5059914970172169,0,57360,0.0
InfoNCE,240,28680,14,3373779,6825840,0.4942657606975845,0,57360,0.0
InfoNCE,240,28680,15,3347386,6825840,0.49039913036344246,0,57360,0.0
InfoNCE,240,28680,16,3334900,6825840,0.4885699049494275,0,57360,0.0
InfoNCE,240,28680,17,3313197,6825840,0.48539036953693615,0,57360,0.0
InfoNCE,240,28680,18,3317342,6825840,0.48599762080564446,0,57360,0.0
InfoNCE,240,28680,19,3305475,6825840,0.48425908020111813,0,57360,0.0
InfoNCE,240,28680,20,3312748,6825840,0.48532459008708084,0,57360,0.0
InfoNCE,240,28680,21,3316857,6825840,0.4859265672796315,0,57360,0.0
InfoNCE,240,28680,22,3325996,6825840,0.48726545011309963,0,57360,0.0
InfoNCE,240,28680,23,3324082,6825840,0.4869850450640507,0,57360,0.0
InfoNCE,240,28680,24,3347080,6825840,0.49035430071610236,0,57360,0.0
InfoNCE,240,28680,25,3342357,6825840,0.4896623712246405,0,57360,0.0
InfoNCE,240,28680,26,3347542,6825840,0.490421984693459,0,57360,0.0
InfoNCE,240,28680,27,3351148,6825840,0.4909502713219179,0,57360,0.0
InfoNCE,240,28680,28,3353945,6825840,0.491360037738945,0,57360,0.0
InfoNCE,240,28680,29,3359612,6825840,0.4921902652274299,0,57360,0.0
InfoNCE,240,28680,30,3352955,6825840,0.4912150006446093,0,57360,0.0
Sigmoid,240,28680,5,0,6825840,0.0,57360,57360,1.0
Sigmoid,240,28680,6,2206,6825840,0.0003231836667721482,51771,57360,0.9025627615062761
Sigmoid,240,28680,7,921,6825840,0.0001349284483667944,17886,57360,0.31182008368200836
Sigmoid,240,28680,8,457,6825840,6.69514667791803e-05,3911,57360,0.06818340306834031
Sigmoid,240,28680,9,11,6825840,1.6115232703960246e-06,37,57360,0.0006450488145048815
Sigmoid,240,28680,10,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,11,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,12,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,13,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,14,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,15,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,16,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,17,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,18,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,19,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,20,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,21,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,22,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,23,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,24,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,25,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,26,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,27,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,28,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,29,0,6825840,0.0,0,57360,0.0
Sigmoid,240,28680,30,0,6825840,0.0,0,57360,0.0
