loss,n,N,d,positive_score_mean,negative_score_mean,midpoint_threshold,false_positive_count,negative_count,false_positive_rate,false_negative_count,positive_count,false_negative_rate
InfoNCE,140,9730,9,0.580316244316922,-0.009226267302767202,0.2855449885070774,290789,1342740,0.21656389174374785,0,19460,0.0
InfoNCE,140,9730,10,0.5979457585426298,-0.008650991604007025,0.29464738346931135,258886,1342740,0.19280426590404695,0,19460,0.0
InfoNCE,140,9730,11,0.6136449102783252,-0.008592086245977666,0.3025264120161738,229817,1342740,0.17115524971327287,0,19460,0.0
InfoNCE,140,9730,12,0.6188376721626441,-0.008982038333681405,0.30492781691448134,209036,1342740,0.15567868686417327,0,19460,0.0
InfoNCE,140,9730,13,0.631035233052392,-0.008900485128747367,0.31106737396182227,183975,1342740,0.1370146119129541,0,19460,0.0
InfoNCE,140,9730,14,0.6366989839052493,-0.009017465122017464,0.3138407593916159,167146,1342740,0.12448128453758732,0,19460,0.0
InfoNCE,140,9730,15,0.64279632694399,-0.009152617219208061,0.316821854862391,149786,1342740,0.1115524971327286,0,19460,0.0
InfoNCE,140,9730,16,0.6475428231451029,-0.00920739623135006,0.31916771345687645,134843,1342740,0.10042376037058552,0,19460,0.0
InfoNCE,140,9730,17,0.6516267202051791,-0.009257435649674076,0.3211846422777525,120851,1342740,0.09000327688160031,0,19460,0.0
InfoNCE,140,9730,18,0.6562100040321482,-0.009405603809775509,0.32340220011118637,105124,1342740,0.07829065939794748,0,19460,0.0
InfoNCE,140,9730,19,0.6560089712091487,-0.009355419716166371,0.32332677574649116,94257,1342740,0.07019750659100049,0,19460,0.0
InfoNCE,140,9730,20,0.657512199439162,-0.009257941206970502,0.3241271291160957,81015,1342740,0.06033558246570445,0,19460,0.0
InfoNCE,140,9730,21,0.6596351664532493,-0.009379537452291302,0.325127814500479,64157,1342740,0.04778065746160835,0,19460,0.0
InfoNCE,140,9730,22,0.6594869419457611,-0.009412372045415838,0.32503728495017264,54958,1342740,0.04092974067950608,0,19460,0.0
InfoNCE,140,9730,23,0.6601597622389171,-0.009503296416519431,0.32532823291119883,40393,1342740,0.030082517836662347,0,19460,0.0
InfoNCE,140,9730,24,0.6594649083031779,-0.009273016695650204,0.3250959458037639,32484,1342740,0.024192323160105455,0,19460,0.0
InfoNCE,140,9730,25,0.6614537586993083,-0.009336033492755212,0.32605886260327654,22534,1342740,0.016782102268495764,0,19460,0.0
InfoNCE,140,9730,26,0.6600254037458629,-0.009276925834731262,0.32537423895556583,16825,1342740,0.012530348392093778,0,19460,0.0
InfoNCE,140,9730,27,0.6607397358822431,-0.009404218749183154,0.32566775856652996,11710,1342740,0.008720973531733619,0,19460,0.0
InfoNCE,140,9730,28,0.6590572654710889,-0.009221349818658539,0.3249179578262152,7592,1342740,0.005654110252170934,0,19460,0.0
InfoNCE,140,9730,29,0.6586125714867113,-0.009351352778669221,0.324630609354021,6389,1342740,0.0047581810328135,0,19460,0.0
InfoNCE,140,9730,30,0.6580629453981891,-0.009271715462818938,0.3243956149676851,3919,1342740,0.0029186588617304914,0,19460,0.0
InfoNCE,160,12720,5,0.5284948462432941,-0.0006546271040040341,0.26392010956964507,775247,2009760,0.3857410835124592,0,25440,0.0
InfoNCE,160,12720,6,0.535115000521237,0.0020630752756596277,0.2685890378984483,685738,2009760,0.3412039248467479,0,25440,0.0
InfoNCE,160,12720,7,0.5537536664227457,-0.006818295567679983,0.27346768542753286,580967,2009760,0.2890728246158745,0,25440,0.0
InfoNCE,160,12720,8,0.567505376957029,-0.007734844283592901,0.279885266336718,500168,2009760,0.2488695167582199,0,25440,0.0
InfoNCE,160,12720,9,0.5742428886522568,-0.008242235722348126,0.2830003264649543,439810,2009760,0.21883707507364064,0,25440,0.0
InfoNCE,160,12720,10,0.591217285375925,-0.00805289976627823,0.2915821928048234,392758,2009760,0.1954253244168458,0,25440,0.0
InfoNCE,160,12720,11,0.6013587926824887,-0.007612113701628975,0.2968733394904299,344557,2009760,0.17144186370511902,0,25440,0.0
InfoNCE,160,12720,12,0.6136032776403352,-0.007725675693685941,0.3029388009733246,318719,2009760,0.1585856022609665,0,25440,0.0
InfoNCE,160,12720,13,0.6262218080882757,-0.007828370810409645,0.309196718638933,281750,2009760,0.14019086856142027,0,25440,0.0
InfoNCE,160,12720,14,0.6251581321019422,-0.00793608977612976,0.3086110211629062,251156,2009760,0.12496815540164,0,25440,0.0
InfoNCE,160,12720,15,0.6396223976130381,-0.008013388463285058,0.3158045045748765,228699,2009760,0.11379418438022451,0,25440,0.0
InfoNCE,160,12720,16,0.6452769574586231,-0.00811204442166465,0.3185824565184792,206462,2009760,0.10272967916567152,0,25440,0.0
InfoNCE,160,12720,17,0.6478884776726178,-0.00801513152809544,0.3199366730722612,189198,2009760,0.09413959875806066,0,25440,0.0
InfoNCE,160,12720,18,0.6514034474830863,-0.008086397618441512,0.3216585249323224,170064,2009760,0.08461905899211847,0,25440,0.0
InfoNCE,160,12720,19,0.6557436710446136,-0.0081332992805411,0.3238051858820363,147317,2009760,0.0733007921343842,0,25440,0.0
InfoNCE,160,12720,20,0.6559875802037383,-0.0080089182580062,0.32398933097286603,134062,2009760,0.06670547727091793,0,25440,0.0
InfoNCE,160,12720,21,0.6618917869380528,-0.008217201579493365,0.32683729267927975,105862,2009760,0.05267395111854152,0,25440,0.0
InfoNCE,160,12720,22,0.6584071513487951,-0.00820588177458335,0.3251006347871059,95587,2009760,0.04756140036621288,0,25440,0.0
InfoNCE,160,12720,23,0.6601072807392141,-0.00815177262795253,0.3259777540556308,77372,2009760,0.03849812912984635,0,25440,0.0
InfoNCE,160,12720,24,0.6608043098295072,-0.008181111027219919,0.3263115994011436,57799,2009760,0.028759155322028503,0,25440,0.0
InfoNCE,160,12720,25,0.6605551572703997,-0.008180532807100481,0.3261873122316496,46033,2009760,0.022904724942281667,0,25440,0.0
InfoNCE,160,12720,26,0.6609968507275829,-0.00823749751183686,0.326379676607873,32679,2009760,0.01626015046572725,0,25440,0.0
InfoNCE,160,12720,27,0.659672932497829,-0.008136860065605777,0.3257680362161116,27212,2009760,0.013539925165193855,0,25440,0.0
InfoNCE,160,12720,28,0.6602139620824993,-0.008171103557763428,0.32602142926236793,18533,2009760,0.009221499084467797,0,25440,0.0
InfoNCE,160,12720,29,0.6587819062056219,-0.008192607717283437,0.32529464924416923,13476,2009760,0.00670527824217817,0,25440,0.0
InfoNCE,160,12720,30,0.6581010667115169,-0.008190662575673564,0.32495520206792167,9941,2009760,0.00494636175463737,0,25440,0.0
InfoNCE,180,16110,5,0.5276452580856508,0.000873006622313531,0.26425913235398213,1107747,2867580,0.3863002950222836,0,32220,0.0
InfoNCE,180,16110,6,0.5438873671055358,-0.009203819391550537,0.2673417738569926,914896,2867580,0.319048117227767,0,32220,0.0
